Country,Year,id,GDP per capita (constant 2015 US$),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)",GDP per capita (current US$),Trade (% of GDP),Political Stability and Absence of Violence/Terrorism: Estimate,"Government expenditure on education, total (% of GDP)",Individuals using the Internet (% of population),"Population, total",Taxes on international trade (% of revenue),Taxes on international trade (current LCU),Real interest rate (%),"Foreign direct investment, net inflows (BoP, current US$)",fdi_bop_per_capita
Peru,1998,20,3248.184814,2.961992147,0.1117838303,2149.701063,32.95302179,-0.520839572,3.278179884,1.19038044,25818226,8.834552162,2710900000,25.86627529,1.64E+09,6.35E+01
Peru,1999,20,3242.239152,3.865535405,0.2550444781,1911.735017,33.20577656,,3.44133997,1.952497608,26252239,8.727828241,2642350000,31.20635655,1.94E+09,7.39E+01
Peru,2000,20,3279.35543,1.564790193,,1941.31826,35.53803216,-0.9875294566,3.228029966,3.076430611,26654439,8.103762192,2643820000,25.56984775,8.10E+08,3.04E+01
Peru,2001,20,3255.590278,2.199224502,0.1429939899,1925.97942,35.06440143,,3.037120104,7.578762957,27014909,7.897041783,2501080000,24.41195004,1.14E+09,4.22E+01
Peru,2002,20,3392.994751,3.935620845,,2003.971081,35.24918133,-0.9699098468,2.820569992,8.96694917,27334503,6.704574033,2186080000,20.63384586,2.16E+09,7.90E+01
Peru,2003,20,3497.357914,2.273086425,0.1021606464,2126.137824,37.62461033,-1.162101626,2.937799931,11.6,27623341,6.260260148,2233160000,18.87154951,1.34E+09,4.85E+01
Peru,2004,20,3635.157739,2.394892075,,2393.665897,41.93607827,-1.027399659,2.957870007,14.1,27893911,6.075179321,2397770000,17.3087052,1.60E+09,5.74E+01
Peru,2005,20,3828.852729,3.390348169,,2702.237701,47.35731748,-0.9757154584,2.839030027,17.1,28147267,5.687255891,2638500000,21.28436819,2.58E+09,9.17E+01
Peru,2006,20,4083.205211,3.910656805,,3123.320159,51.78505603,-0.8415538073,2.652810097,20.7,28381078,4.087253495,2376294401,15.11949891,3.47E+09,1.22E+02
Peru,2007,20,4397.051147,5.374286559,0.06418355904,3572.363589,55.68811328,-0.7748858929,2.629400015,25.2,28600387,2.374840991,1598844107,21.05116741,5.49E+09,1.92E+02
Peru,2008,20,4764.070502,5.743356976,0.6103657975,4184.885982,58.43376739,-0.8926616907,2.867749929,30.57,28806185,2.550739329,1910679595,22.32387459,6.92E+09,2.40E+02
Peru,2009,20,4782.549808,5.32237544,0.3399295215,4164.970483,48.11192962,-1.180047989,3.139940023,31.4,29009326,2.148766009,1492839129,18.5944908,6.43E+09,2.22E+02
Peru,2010,20,5142.014366,5.730877328,0.2957212139,5047.204643,51.67280894,-0.999915421,2.867300034,34.77,29229572,2.121274147,1802937041,12.54947337,8.45E+09,2.89E+02
Peru,2011,20,5421.334248,4.472626582,0.1994585962,5826.832307,55.98828028,-0.7607496977,2.663500071,36.01,29477721,1.392711217,1380348186,11.17808786,7.68E+09,2.61E+02
Peru,2012,20,5701.604321,7.361736834,1.198227069,6475.720443,52.61989526,-0.9073647261,2.92276001,38.2,29749589,1.390142415,1526024225,17.82002249,1.42E+10,4.77E+02
Peru,2013,20,5977.182688,4.757349002,0.1177778031,6697.187747,49.78714245,-0.8057397604,3.297290087,39.2,30038809,1.450884308,1705910307,16.90330807,-0.01696,-0.0000000005646029441
Peru,2014,20,6056.033757,2.12302965,0.4168345538,6614.83082,46.85312109,-0.5506569147,3.695990086,40.2,30353951,1.434422618,1789803794,12.99478509,-4.26996,-0.0000001406722967
Peru,2015,20,6180.119268,3.86551317,-0.349180825,6180.119268,45.16276869,-0.3989100754,3.969330072,40.85260091,30711863,1.472103351,1774534430,13.06382202,-1.6206,-0.00000005276788321
Peru,2016,20,6337.580493,3.546281887,0.7953391687,6163.860425,45.3888412,-0.2079348415,3.813169956,45.46174069,31132779,1.339914469,1605755539,12.98525678,-2.05944,-0.00000006615021422
Peru,2017,20,6400.038232,3.513331494,0.6736799432,6676.308793,47.51355036,-0.2635101974,3.931309938,50.45041218,31605486,1.156606235,1447582493,12.71220357,-0.05923,-0.000000001874041741
Peru,2018,20,6530.422998,2.638246195,-0.3549427196,6912.103988,48.63147017,-0.2769519687,3.713920116,55.05433424,32203944,1.029205552,1454516210,11.9886777,0.29453,0.000000009145774195
Peru,2019,20,6550.448015,2.084896654,-0.1904711906,6955.880824,46.94350538,-0.1636593491,3.822429895,59.9505036,32824861,0.9329301743,1424476630,12.28326446,2.289445,0.00000006974728697
St. Lucia,1990,21,8169.159852,7.726517572,,4073.264627,,,,0,142301,,,2.681317942,,0
St. Lucia,1991,21,8088.049994,9.409173205,,4253.914269,,,,0,144268,,,6.089792127,,0
St. Lucia,1992,21,8602.970917,6.073626374,,4603.702186,,,,0,146420,,,10.87546923,,0
St. Lucia,1993,21,8526.48649,4.988642509,,4608.599312,,,,0,148595,,,10.70222547,,0
St. Lucia,1994,21,8549.670296,4.556824079,,4740.295984,,,6.532380104,0,150561,,,8.267746271,,0
St. Lucia,1995,21,8597.099357,4.292718447,,5008.02743,,,,0.305656686,152348,,,7.250363083,32751852,214.9805183
St. Lucia,1996,21,8755.200818,2.3342723,,5123.686514,,1.035551429,,0.670465974,153969,,,12.30265291,18414815,119.6007963
St. Lucia,1997,21,8611.373368,5.934283088,,5184.337012,,,,0.992168483,155454,,,9.53408906,47825926,307.653235
St. Lucia,1998,21,9070.974421,9.504854369,,5593.748414,,0.3500617146,5.528940201,1.304988973,156855,,,8.76067737,83396296,531.6776386
St. Lucia,1999,21,9230.776585,9.020088389,,5825.067308,,,5.449940205,1.932105802,158256,,,10.22054708,83151852,525.4262208
St. Lucia,2000,21,9163.247088,10.30323791,-2.641251502,5846.975502,,1.223599792,,5.090483341,159500,47.38094125,234917325,11.81528447,96087234,602.4277994
St. Lucia,2001,21,8790.663187,11.74354926,0.5248464956,5558.069371,,,5.707330227,8.181863954,160594,45.22223865,207945150,14.01282571,1.05E+08,6.54E+02
St. Lucia,2002,21,8761.530733,11.10102347,-3.484067504,5562.457123,,0.362931639,,14.64183577,161799,46.48530684,221952000,12.12586335,99909211,617.4896693
St. Lucia,2003,21,9065.253198,16.59343207,-1.592295696,6055.967957,,1.169785261,3.534490108,20.98247346,163047,50.30336924,256351000,9.287497971,1.64E+08,1.01E+03
St. Lucia,2004,21,9653.487732,11.39572773,-1.883103625,6494.600349,,1.218339324,3.436460018,21.39521236,164239,51.65612916,280976698,10.28978127,1.22E+08,7.43E+02
St. Lucia,2005,21,9547.203969,10.1698607,1.078090457,6866.092387,,1.000114918,4.238959789,21.56758295,165386,52.94934553,307672698,3.469106,1.15E+08,6.95E+02
St. Lucia,2006,21,10072.65796,22.77951896,-0.08211651486,7618.90542,,0.8601062298,4.696690083,24.5,166470,53.01718266,345160633,5.332397301,2.89E+08,1.74E+03
St. Lucia,2007,21,10178.96794,15.19342009,0.6499322086,7975.792541,,0.6179862618,,27.9,167518,50.21388358,357858781,6.304614312,2.03E+08,1.21E+03
St. Lucia,2008,21,10615.71177,13.60638642,-0.4592896141,8528.682085,,0.6407643557,4.483530045,30,168576,45.52617536,365092989,7.36560346,1.96E+08,1.16E+03
St. Lucia,2009,21,10247.80501,9.630930508,0.9032057347,8259.322338,,0.6857536435,3.067660093,31,169688,48.46197024,386127360,10.23099536,1.35E+08,7.96E+02
St. Lucia,2010,21,10206.61846,11.75301702,-1.086913241,8672.215668,,0.7902755141,3.482899904,32.5,170935,44.91822073,377435644,4.926560929,1.74E+08,1.02E+03
St. Lucia,2011,21,10573.40687,6.195333484,0.3603446284,9110.75181,,0.8490783572,3.598860025,34,172145,45.74768817,389430133,8.47001457,97165775,564.4414592
St. Lucia,2012,21,10502.18105,7.380925589,-1.213632611,9231.576254,,0.8937056661,3.290980101,45.865,173124,39.23330447,326997421,7.339185449,1.18E+08,6.82E+02
St. Lucia,2013,21,10241.09167,7.566764158,6.727329976,9542.713574,,0.8533577323,3.87658,49.4,173978,24.9260929,220032839,2.895599233,2.36E+08,1.36E+03
St. Lucia,2014,21,10328.05883,3.844950743,-1.856102193,10007.14451,,0.816450417,3.891429901,53.2,174804,25.5405359,245408664,4.821813595,4.80E+08,2.75E+03
St. Lucia,2015,21,10290.37157,8.423970347,1.287866139,10290.37157,,0.8377347589,3.880630016,57.3,175623,25.70932652,260690000,5.473051879,16454490,93.69211322
St. Lucia,2016,21,10595.44925,8.663446536,0.6653505984,10574.38658,,0.9985922575,5.210760117,61.7,176413,26.81896643,278110000,8.688561816,45300000,256.7837971
St. Lucia,2017,21,10907.94529,4.504479972,-0.2881256976,11270.47471,,0.9746097922,3.63334322,66.4,177163,29.18348394,326820000,4.646662259,-8.40E+07,-4.74E+02
St. Lucia,2018,21,11176.44082,2.212966725,-0.4509818427,11563.83043,,0.9932631254,3.335779905,71.5,177888,,,7.96112447,-6.30E+07,-3.54E+02
St. Lucia,2019,21,11060.56379,3.591380581,2.13479392,11773.42748,,0.9064943194,3.278840065,76.98385013,178583,,,4.707764103,-3.40E+07,-1.90E+02
St. Vincent and the Grenadines,1990,22,3762.088009,3.189571488,,2136.839516,,,,0,112487,36.12750885,61200000,3.791830526,,0
St. Vincent and the Grenadines,1991,22,3794.924535,3.4910761,,2259.528548,,,4.873770237,0,112780,34.00990099,68700000,6.065930068,,0
St. Vincent and the Grenadines,1992,22,4021.202933,5.000799488,,2454.960657,,,,0,113222,36.55970542,69500000,8.544762155,,0
St. Vincent and the Grenadines,1993,22,4177.412034,10.96723284,,2519.845868,,,,0,113621,40.84051724,75800000,13.2756917,,0
St. Vincent and the Grenadines,1994,22,4113.599589,16.20898807,,2540.16918,,,,0,113944,39.6177686,76700000,9.146101595,,0
St. Vincent and the Grenadines,1995,22,4424.158161,9.696209653,,2767.77031,,,,0.128634622,114174,41.8593212,85100000,9.627906856,30640741,268.3688143
St. Vincent and the Grenadines,1996,22,4476.589241,12.86451699,,2900.419012,,1.035551429,,0.483248317,114290,39.25657298,86600000,7.396162433,42644444,373.1248928
St. Vincent and the Grenadines,1997,22,4634.0681,26.58949072,,3043.249417,,,,0.926371957,114276,39.13216561,98300000,9.798585292,92470370,809.1845182
St. Vincent and the Grenadines,1998,22,4828.300404,23.80820207,,3272.618741,,1.113963246,4.033370018,1.853997683,114165,36.44925009,104500000,7.844219021,88951852,779.151684
St. Vincent and the Grenadines,1999,22,4966.557914,14.53637174,,3427.505755,,,5.752689838,2.7820023,113995,37.94926004,107700000,9.555435476,56796296,498.2349752
St. Vincent and the Grenadines,2000,22,5056.03365,12.69139004,0.0660596214,3760.080457,,1.223599792,7.327879906,3.245037411,113813,37.89415248,102390000,3.43607106,54312301,477.206479
St. Vincent and the Grenadines,2001,22,5152.211083,3.86141465,0.06398448048,4066.070638,,,,5.094809778,113641,38.51491183,111850000,5.189368078,17842529,157.0078493
St. Vincent and the Grenadines,2002,22,5436.586187,5.387893447,0.0547842295,4299.372868,,0.362931639,7.388020039,5.54959488,113450,40.5518301,126690000,11.33230857,26280197,231.6456324
St. Vincent and the Grenadines,2003,22,5817.9048,6.851251157,0.05387253157,4500.927334,,0.7646384835,8.174889565,6.462274167,113108,41.1901228,132930000,14.31705513,34879095,308.3698324
St. Vincent and the Grenadines,2004,22,6084.189547,15.12011035,0.1378039944,4883.313665,,1.026823997,,7.371165842,112608,40.17985769,138060000,5.730658286,83145515,738.3624165
St. Vincent and the Grenadines,2005,22,6267.042385,6.881741694,0.0304110041,5176.128147,,1.147587776,6.030829906,9.198278082,112043,40.82963438,142760000,6.492039125,39910587,356.2077684
St. Vincent and the Grenadines,2006,22,6742.612859,18.64368074,0.009081663671,5775.091747,,1.059123635,,12,111427,40.72877703,162110000,5.814149038,1.20E+08,1.08E+03
St. Vincent and the Grenadines,2007,22,7004.573822,11.78158958,0.2258512722,6439.008398,,0.7884637713,5.439370155,16,110824,23.97299531,111130000,2.130110152,84073031,758.6175467
St. Vincent and the Grenadines,2008,22,7065.303439,21.4509744,0.0308347471,6641.495878,,0.8005743623,,21,110316,16.74571446,89540000,7.105835274,1.57E+08,1.42E+03
St. Vincent and the Grenadines,2009,22,6998.125934,15.30142731,0.0721631185,6503.097772,,0.728931725,5.376110077,31,109840,15.2286382,82755491,10.45000637,1.09E+08,9.92E+02
St. Vincent and the Grenadines,2010,22,6717.814076,13.30890287,0.121387486,6590.989579,,0.7902755141,4.808390141,33.7,109308,16.42643049,81796935,3.401420707,95883710,877.1884034
St. Vincent and the Grenadines,2011,22,6714.247684,11.85760763,0.2052297095,6566.482713,,0.8490783572,,36.7,108703,16.2819092,81196211,9.485532327,84639173,778.6277564
St. Vincent and the Grenadines,2012,22,6831.710213,18.19864733,0.2359361192,6754.370184,,0.9288838506,,40,108083,16.24945963,81120287,8.231715715,1.33E+08,1.23E+03
St. Vincent and the Grenadines,2013,22,7041.177427,20.07768348,-0.8672138154,7117.554763,,0.8533577323,,43.5,107450,16.78230712,81998365,7.039755962,1.68E+08,1.56E+03
St. Vincent and the Grenadines,2014,22,7157.688514,16.13992448,0.6705798302,7210.603113,,0.816450417,,47.4,106912,19.53328925,112250000,9.520291349,1.41E+08,1.32E+03
St. Vincent and the Grenadines,2015,22,7386.746638,15.74958146,1.029952868,7386.746638,,0.9875642657,4.956152439,49.4,106482,22.21531372,121480000,10.11079175,99663728,935.9678443
St. Vincent and the Grenadines,2016,22,7730.95422,8.660745122,-1.048733841,7684.79284,,0.9985922575,5.452660084,51.5,105963,16.21057739,100230000,9.772952204,28294110,267.0187707
St. Vincent and the Grenadines,2017,22,7881.430195,19.59548306,2.458817635,7996.636984,,0.8710986972,5.379759789,53.7,105549,17.63320192,107790000,6.545709212,89229037,845.3802215
St. Vincent and the Grenadines,2018,22,8152.413628,4.524123833,0.8327534254,8399.707731,,0.8229197264,5.223589897,56,105281,,,6.830917879,98413264,934.7675649
St. Vincent and the Grenadines,2019,22,8234.282222,7.558288936,0.5695137153,8680.251102,,0.9379678965,,73.96834305,104924,,,5.902407365,57705020,549.9696923
Suriname,1990,23,6470.699583,-19.77342943,,940.9917724,,,,0,412756,,,-27.48906784,,0
Suriname,1991,23,6593.888173,4.128542736,,1077.212661,,,,0,415981,,,-3.060093386,,0
Suriname,1992,23,6564.40065,-13.42066236,,964.4332465,,,,0,419521,,,-19.25435875,,0
Suriname,1993,23,6083.201925,-10.86843188,,1015.12804,,,,0,422375,,,-57.52634537,,0
Suriname,1994,23,6228.49416,-4.987674998,,1419.517938,,,,0,426548,,,-78.56533991,,0
Suriname,1995,23,6114.644127,-2.978641272,,1591.729379,,,,0.114720735,434490,,,-62.75419569,-2.10E+07,-4.83E+01
Suriname,1996,23,6045.772241,2.217390642,,1940.75444,,0.4402092099,,0.226306297,443834,,,21.48900749,1.91E+07,4.30E+01
Suriname,1997,23,6262.640379,-0.9930674071,,2045.593051,,,,1.003086936,452887,,,31.19040916,-9.20E+06,-2.03E+01
Suriname,1998,23,6283.722615,0.8191925012,,2405.744246,,0.5992690921,,1.670148436,461749,,,8.415014928,9100000,19.70767668
Suriname,1999,23,6081.056296,-6.93903255,,1883.889099,,,,1.891871357,470458,,,-26.7846946,-6.20E+07,-1.32E+02
Suriname,2000,23,6098.063173,-10.25671362,,1978.446611,,0.2124512345,,2.506411052,478998,,,-19.74758257,-9.70E+07,-2.03E+02
Suriname,2001,23,6244.722748,-3.212353242,,1711.714461,,,,3.064448389,487394,,,-9.89407701,-2.70E+07,-5.54E+01
Suriname,2002,23,6312.44094,-6.730222957,,2206.27291,,0.492683351,,4.161568745,495666,,,-11.10919196,-7.40E+07,-1.49E+02
Suriname,2003,23,6602.049826,-5.972420228,,2529.259422,,0.4833025038,,4.719875395,503780,,,-0.2277581225,-7.60E+07,-1.51E+02
Suriname,2004,23,7067.933658,-2.513320365,,2906.725278,,0.3022634387,,6.076047814,510572,,,6.73863741,-3.70E+07,-7.25E+01
Suriname,2005,23,7305.180034,1.561271198,,3474.120331,,0.2330445051,,6.403086288,516220,,,1.609997479,2.80E+07,5.42E+01
Suriname,2006,23,7642.496984,-6.221490147,,5031.158465,98.16819317,-0.01391500141,,9.499626942,522023,,,-16.82617235,-1.60E+08,-3.06E+02
Suriname,2007,23,7943.018858,-8.400837365,,5562.334068,101.3770004,-0.01732277125,,14.11,527946,,,6.898239635,-2.50E+08,-4.74E+02
Suriname,2008,23,8179.298305,-6.549731903,,6616.815126,109.1668385,0.09963808209,,21.06,533938,,,-2.874922397,-2.30E+08,-4.31E+02
Suriname,2009,23,8331.410925,-2.410067682,,7176.857658,87.92066178,0.1472674012,,31.36,539987,,,4.851803072,-9.30E+07,-1.72E+02
Suriname,2010,23,8664.282646,-5.853440564,,7999.507394,90.96139415,0.08247546107,,31.59,546080,,,4.099001972,-2.60E+08,-4.76E+02
Suriname,2011,23,9070.332756,3.285383833,1.637015608,8009.252302,,0.1199752837,,32,552146,,,-1.829986334,1.45E+08,2.63E+02
Suriname,2012,23,9214.806097,3.402453516,-0.06876682952,8922.956186,,0.07932545245,,34.6812,558111,,,0.9088944223,1.69E+08,3.03E+02
Suriname,2013,23,9386.960416,3.629495323,-0.01695740636,9124.541093,,0.1327792257,,37.4,563947,,,11.55522213,1.12E+08,1.99E+02
Suriname,2014,23,9316.204221,-1.138668646,-4.269955633,9199.177893,,0.2492708415,,40.08,569682,,,10.53283896,-3.20E+07,-5.62E+01
Suriname,2015,23,8907.837258,3.582858724,-1.62059602,8907.837258,,0.2495093048,5.518238544,42.76382778,575475,,,7.404869688,23274651,40.44424345
Suriname,2016,23,8382.866284,6.983340384,-2.059439566,5705.399487,,0.15281789,5.640519142,45.4,581453,,,-8.536317346,12411844,21.34625499
Suriname,2017,23,8425.860679,2.674947934,-0.0592331816,6112.883014,,0.1198007092,5.458612919,48.94517397,587559,,,-10.70461998,-5753038,-9.791421798
Suriname,2018,23,8751.107602,3.277133363,0.2945300455,6730.836961,,0.05816101283,4.922593594,53.8,593715,,,8.175726537,-9276997,-15.62533707
Suriname,2019,23,8756.153812,2.095605417,2.289445001,6690.044786,,0.08762666583,,56.80248377,600301,,,9.303491481,44884768,74.77043683
South Africa,1990,24,4643.222315,-0.06007420025,0.02219328364,3160.878161,38.21180092,,4.697679996,0,39877570,3.61238756,2775000000,4.811415257,,0
South Africa,1991,24,4479.851871,0.1879635136,0.1526865021,3304.828377,34.88160926,,5.259610176,0.013283591,40910959,3.716672095,3195000000,4.027493262,,0
South Africa,1992,24,4294.902917,0.002285047718,1.319459904,3519.001296,34.3213535,,,0.038869106,41760755,2.328278222,2068000000,3.654137358,,0
South Africa,1993,24,4269.700164,0.007670481597,0.1983183866,3461.333911,35.69812435,,5.388899803,0.113747184,42525440,3.509053187,3721000000,2.464687826,,0
South Africa,1994,24,4330.711477,0.2438953981,0.8211089007,3547.951748,37.11460917,,5.297770023,0.246905533,43267982,1.697823303,1989000000,5.255469727,,0
South Africa,1995,24,4392.070041,0.7269445039,1.452179491,3904.324238,39.47803378,,,0.676740104,43986084,4.111411621,5655000000,6.36739524,1.25E+09,2.84E+01
South Africa,1996,24,4511.641244,0.5001314957,0.6420038319,3654.927598,42.19925173,-0.3791875541,5.04734993,0.841882931,44661603,3.836122196,6200000000,10.64480937,8.16E+08,1.83E+01
South Africa,1997,24,4565.216658,2.25505251,1.375091911,3731.431561,42.30133443,,,1.632093791,45285048,2.527356336,4553500000,10.96989892,3.81E+09,8.41E+01
South Africa,1998,24,4531.295987,0.359738436,1.068096066,3336.439647,44.03574534,-0.5460532308,,2.906220867,45852166,2.644069149,5301200000,12.69103362,5.50E+08,1.20E+01
South Africa,1999,24,4588.756028,0.9921875963,1.045548374,3267.939169,42.25829602,,5.29117012,4.116249583,46364681,2.615641779,5857000000,10.39506698,1.50E+09,3.24E+01
South Africa,2000,24,4735.665532,0.6384275144,0.1826514539,3241.661396,46.22072174,-0.2278649509,4.908810139,5.348559732,46813266,2.958826061,7218500000,4.870582387,9.69E+08,2.07E+01
South Africa,2001,24,4820.644339,5.368345298,-2.59524121,2867.472497,49.17094519,,4.636179924,6.346619318,47229714,2.737200952,7692000000,5.538341433,7.27E+09,1.54E+02
South Africa,2002,24,4953.736447,1.146357269,-0.3116198275,2708.423333,53.46550163,-0.2547898591,4.54569006,6.710322437,47661514,2.7336946,8475000000,2.854185516,1.48E+09,3.11E+01
South Africa,2003,24,5052.90994,0.3974927444,0.2804520018,4095.6837,45.72386257,-0.3128425777,4.352099895,7.007691726,48104048,2.356169872,7997300000,8.047848389,7.83E+08,1.63E+01
South Africa,2004,24,5233.866277,0.2741997906,0.5103162903,5268.278576,45.64357522,-0.1317295581,4.508979797,8.425118683,48556071,3.25625011,12987000000,4.950384359,7.01E+08,1.44E+01
South Africa,2005,24,5458.230166,2.257818745,0.3148209009,5893.187076,47.4277814,-0.1620921195,4.524499893,7.48854253,49017147,3.829822293,18129000000,4.761489203,6.52E+09,1.33E+02
South Africa,2006,24,5708.823086,0.2051255386,1.951169078,6139.581618,53.76814127,0.04703007638,4.526519775,7.607139675,49491756,4.228108978,23437000000,4.81030228,6.23E+08,1.26E+01
South Africa,2007,24,5954.168048,1.977557722,0.8953219329,6662.062785,57.12513914,0.215346545,4.446670055,8.065375174,49996094,4.120966999,26410000000,4.546045669,6.59E+09,1.32E+02
South Africa,2008,24,6074.942672,3.126866143,-0.6704755657,6251.877427,65.9745238,0.04952899367,4.374249935,8.43,50565812,3.1552595,22220000000,6.745151503,9.89E+09,1.96E+02
South Africa,2009,24,5910.788246,2.312174703,0.3976598914,6444.18684,49.58753533,-0.1144926101,4.761189938,10,51170779,2.663355366,18708708365,2.802508977,7.62E+09,1.49E+02
South Africa,2010,24,6018.230754,0.8849046117,-0.03864571583,8059.562798,50.40608716,-0.02942700312,5.134970188,24,51784921,3.395364176,26585764971,3.49095979,3.69E+09,7.13E+01
South Africa,2011,24,6130.971367,0.9033814243,-0.03347849646,8737.041269,54.63635044,0.02403157018,5.288980007,33.97,52443325,3.881353362,33645374976,3.279301223,4.14E+09,7.89E+01
South Africa,2012,24,6194.992759,1.064922495,0.6673264255,8173.869138,55.58261719,-0.02538670041,5.523230076,41,53145033,4.071586761,38627814364,3.882872998,4.63E+09,8.71E+01
South Africa,2013,24,6263.104334,2.053580952,1.626365884,7441.230854,58.87502763,-0.04629453644,5.350719929,46.5,53873616,4.118767946,43784130342,2.509245497,8.04E+08,1.49E+01
South Africa,2014,24,6252.317977,1.519327438,2.017864558,6965.137897,59.49957406,-0.1463889629,5.489779949,49,54729551,3.37036463,40332098536,3.56702763,4.24E+08,7.75E+00
South Africa,2015,24,6204.929901,0.4387357921,1.59064699,6204.929901,56.72667614,-0.2205448747,5.482850075,51.91911572,55876504,3.488420287,45827125078,3.667742833,4.14E+08,7.41E+00
South Africa,2016,24,6185.746047,0.6846125535,1.387725347,5735.066787,55.8612575,-0.1490850002,5.444240093,54,56422274,3.264982609,45240269418,3.278251678,4.93E+08,8.74E+00
South Africa,2017,24,6233.187108,0.5396739568,1.952876296,6734.475153,53.53593183,-0.2848039567,5.598670006,56.16739447,56641209,3.394626316,49939408200,4.647315485,2.73E+08,4.82E+00
South Africa,2018,24,6253.118996,1.374291172,0.9936717946,7067.724165,54.48554513,-0.2376219928,5.644010067,62.4,57339635,3.657186089,55722905769,5.856183558,5.81E+08,1.01E+01
South Africa,2019,24,6188.703558,1.314077523,0.8067546034,6702.526617,53.89799641,-0.283249706,5.927700043,69.69687508,58087055,3.39332206,55223422476,5.268415654,23888444,0.4112524555
