Country,Year,id,GDP per capita (constant 2015 US$),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)",GDP per capita (current US$),Trade (% of GDP),Political Stability and Absence of Violence/Terrorism: Estimate,"Government expenditure on education, total (% of GDP)",Individuals using the Internet (% of population),"Population, total",Taxes on international trade (% of revenue),Taxes on international trade (current LCU),Real interest rate (%),"Foreign direct investment, net inflows (BoP, current US$)",fdi_bop_per_capita
Brazil,1990,1,6086.077553,0.2140916085,0.1439544182,3065.242357,15.15560302,,,0,150706446,,,,,
Brazil,1991,1,6043.432634,0.2707826029,0.2489334174,2656.497207,16.59207776,,,0.003288171,153336445,,,,,
Brazil,1992,1,5911.687023,0.5276627765,0.03507510935,2505.377758,19.25337479,,,0.012946262,155900790,,,,,
Brazil,1993,1,6103.377215,0.2947737772,0.1120231614,2766.345596,19.59932055,,,0.025498253,158440875,,,,,
Brazil,1994,1,6358.678787,0.5624007117,0.1898468548,3393.142926,18.6747598,,,0.037672709,160980472,,,,,
Brazil,1995,1,6524.518853,0.6315860204,0.1798960799,4704.959837,16.98446,,4.568160057,0.105138168,163515328,,,,4.86E+09,2.97E+01
Brazil,1996,1,6567.352461,1.475965411,0.1040654389,5121.905407,15.63559148,-0.2204601318,,0.450789179,166037122,,,,1.26E+10,7.59E+01
Brazil,1997,1,6689.199377,2.150453059,0.1263084459,5240.127176,16.57620926,,,0.786079155,168546707,,,65.40884498,1.90E+10,1.13E+02
Brazil,1998,1,6613.983181,3.340888093,0.3304361986,5049.764669,16.43858493,-0.3395057917,4.756659985,1.477874959,171039804,,,77.61683799,2.89E+10,1.69E+02
Brazil,1999,1,6551.226671,4.733770227,0.2497586792,3456.423303,20.98216648,,3.800620079,2.038732184,173486281,,,67.06091709,2.84E+10,1.64E+02
Brazil,2000,1,6745.857771,5.033916805,0.3809707431,3726.811669,22.63976136,0.1841016263,3.948930025,2.870685159,175873720,,,48.5047282,3.30E+10,1.88E+02
Brazil,2001,1,6749.881603,4.147593774,-0.2659172353,3142.23514,26.93628502,,3.844680071,4.528494869,178211881,,,45.63781871,2.32E+10,1.30E+02
Brazil,2002,1,6868.695907,3.253580613,0.4861763393,2824.715413,27.6183574,0.3278002739,3.750370026,9.149425086,180476685,,,48.34043745,1.66E+10,9.20E+01
Brazil,2003,1,6865.17325,1.813400524,0.04098444456,3056.649798,28.14038472,0.004213934299,,13.2075861,182629278,,,46.44739884,1.01E+10,5.53E+01
Brazil,2004,1,7178.347485,2.713531663,1.467598865,3623.224462,29.67825248,-0.2759928107,3.974479914,19.07367227,184722043,,,43.77915272,1.82E+10,9.85E+01
Brazil,2005,1,7325.90355,1.733893546,0.3264109928,4773.268551,27.08679521,-0.2633797526,4.4790802,21.02274725,186797334,,,44.63516886,1.55E+10,8.30E+01
Brazil,2006,1,7534.5425,1.753125703,2.600007093,5866.023414,26.04169989,-0.2949111164,4.870600224,28.17838018,188820682,,,41.24032645,1.94E+10,1.03E+02
Brazil,2007,1,7909.825247,3.190826013,1.221177746,7323.191594,25.29261137,-0.3579480946,4.974259853,30.88,190779453,,,35.02251547,4.46E+10,2.34E+02
Brazil,2008,1,8231.100373,2.990609469,1.539949533,8801.757876,27.25756942,-0.3134247065,5.268839836,33.83,192672317,,,35.3667578,5.07E+10,2.63E+02
Brazil,2009,1,8142.761048,1.888482241,-0.2730584178,8569.902547,22.1059756,0.1636642218,5.463550091,39.22,194517549,,,34.79200963,3.15E+10,1.62E+02
Brazil,2010,1,8673.898383,3.730012883,1.211633161,11249.29189,22.77217811,0.01347591076,5.648799896,40.65,196353492,1.870635328,21082992105,29.11580552,8.24E+10,4.20E+02
Brazil,2011,1,8935.277314,3.915180114,0.6141497545,13200.55623,23.93440518,-0.1325754225,5.737410069,45.69,198185302,2.092015425,26653026354,32.83345951,1.02E+11,5.15E+02
Brazil,2012,1,9025.313996,3.754962856,0.08450596932,12327.5131,25.11427361,0.04596164078,5.855100155,48.56,199977707,2.178378134,31128936153,26.58209053,9.26E+10,4.63E+02
Brazil,2013,1,9216.13228,3.041509016,0.6326180895,12258.56571,25.78595733,-0.2585532963,5.838850021,51.04,201721767,2.420073773,36978393835,18.49884442,5977.183,0.00002963082809
Brazil,2014,1,9183.459727,3.57135267,0.8390263429,12071.40446,24.68540582,-0.07029013336,5.948480129,54.55100188,203459650,2.324025114,36773041650,22.40367244,6056.034,0.0000297652827
Brazil,2015,1,8783.215424,3.592149318,0.1738961215,8783.215424,26.95362594,-0.3318644464,6.24105978,58.32795173,205188205,2.221220293,38969359133,33.83234397,6180.119,0.00003011927026
Brazil,2016,1,8426.843221,4.137378039,0.8182622514,8680.736469,24.53368208,-0.3810350597,6.314040184,60.87254007,206859578,1.690043356,31447614282,40.69836145,6337.58,0.00003063711171
Brazil,2017,1,8470.940604,3.338259817,1.034182606,9896.718895,24.31973437,-0.480093956,6.32047987,67.47128452,208504960,1.764287619,32350158856,41.71380787,6400.038,0.0000306948957
Brazil,2018,1,8553.865902,4.077486681,0.1056149936,9121.020995,28.87620337,-0.4596401453,6.088510036,70.43428254,210166592,2.032255896,40704096042,33.10233425,6530.423,0.00003107260263
Brazil,2019,1,8592.211207,3.692673213,1.218157699,8845.324149,28.89025787,-0.7143936157,5.963469982,73.91243991,211782878,1.992125234,42932793020,31.90307275,6550.448,0.00003093001692
Belize,1990,2,4112.335135,3.151993725,0.3298598084,2988.60482,79.53876329,,,0,182589,48.82085954,108747000,-15.54644284,,0
Belize,1991,2,4501.236626,2.28580765,0.2437074249,3190.868365,79.39550656,,,0,186462,49.79335653,112891000,17.11903314,,0
Belize,1992,2,4972.206393,2.249053338,0.3171741887,3644.922823,80.57669792,,,0,190299,46.61727749,117607000,10.54711353,,0
Belize,1993,2,5171.997426,1.226635976,0.2733264879,3862.552029,75.96509534,,,0,194177,48.8049189,123270000,12.25937252,,0
Belize,1994,2,5060.49018,1.996947937,0.001299292714,3878.968982,81.11296565,,,0,198416,48.80779497,130739000,11.82518452,,0
Belize,1995,2,4968.793189,2.578103618,0.3097398537,4011.140031,77.53554094,,,0.04539718,203556,52.60231666,137281000,9.852234461,2.11E+07,1.03E+02
Belize,1996,2,4873.270304,1.954715498,0.6678807777,4042.152482,79.7740948,0.5591521263,,0.882807327,209840,29.17145569,84517000,13.18905292,1.66E+07,7.90E+01
Belize,1997,2,4909.383085,1.372779171,0.4478326029,4011.022238,85.65236622,,,1.288582302,217117,32.01698328,94939000,18.06268027,1.20E+07,5.51E+01
Belize,1998,2,4923.842544,1.904914532,0.4856722603,4119.706172,85.51353359,0.5966299772,,2.091516391,224907,30.80762109,98829000,13.76062975,1.77E+07,7.85E+01
Belize,1999,2,5206.651843,5.885356535,0.5108302694,4283.477069,93.5850282,,4.103380203,4.076740564,232733,30.29618531,106359000,18.25001055,5.87E+07,2.52E+02
Belize,2000,2,5657.456684,2.605373499,0.5484778506,4720.168218,96.88969989,0.1842207164,3.778970003,5.963835303,240406,32.08238655,116341000,14.38744973,2.96E+07,1.23E+02
Belize,2001,2,5755.757007,5.2370023,0.001020093711,4708.294937,93.47481649,,4.322100163,,248100,36.3708745,138413000,17.75643266,6.12E+07,2.47E+02
Belize,2002,2,5879.604207,2.053222128,0.006004325808,4844.228574,93.36863061,0.4179925621,,5.684251214,255987,39.6383559,164957000,14.01337381,2.55E+07,9.95E+01
Belize,2003,2,6252.220718,-0.8381853455,0.02746949664,4937.089905,94.71776019,0.4860820472,3.938060045,,263998,36.71924699,164507000,19.30454241,-1.10E+07,-4.17E+01
Belize,2004,2,6355.399593,7.996718515,0.004607702678,5123.596214,86.75263903,0.4015619159,4.043340206,9.8,272128,36.29099306,170674000,11.60592932,1.11E+08,4.08E+02
Belize,2005,2,6305.35056,8.644131422,0.06681829595,5236.365426,93.38684209,0.1049117446,,17,280375,28.62998104,157935000,10.91404379,1.27E+08,4.53E+02
Belize,2006,2,6399.145911,6.869589663,0.03608381307,5486.831434,99.27153769,0.08197703958,,24,288729,27.53370786,170902000,10.61704866,1.09E+08,3.78E+02
Belize,2007,2,6422.304327,8.261096753,0.05802199114,5717.92962,96.34949688,0.1949215829,,24.6,297173,23.1206822,169076000,10.10943806,1.40E+08,4.71E+02
Belize,2008,2,6147.690927,9.796543505,0.1592306157,5665.966232,105.8596287,0.1900719851,4.328110218,26.3,305671,20.50122402,154259000,10.2622897,1.70E+08,5.56E+02
Belize,2009,2,5954.405582,6.472899884,0.02743132625,5352.095987,89.92927337,0.02843020484,4.828690052,27.2,314171,23.39125135,165411000,16.9748059,1.09E+08,3.47E+02
Belize,2010,2,5879.733301,5.546059716,0.0644641745,5399.062096,95.39914617,0.07042768598,5.267479897,28.2,322106,20.86007724,161544000,11.47691866,9.64E+07,2.99E+02
Belize,2011,2,5729.992057,5.242294419,0.03480350365,5519.339008,107.6641253,0.1519088596,5.51967907,30.7,329538,23.69384414,195980000,8.068780911,9.53E+07,2.89E+02
Belize,2012,2,5807.263053,10.22379976,0.04610292334,5635.521526,112.1955197,0.1802576184,5.47151041,31,337059,23.41874049,188768120.9,11.60778565,1.94E+08,5.76E+02
Belize,2013,2,5930.732391,4.562749684,0.03385790151,5865.470902,109.3947139,0.1761892587,5.141980171,33.6,344688,20.60796305,194041621.1,9.474317624,6078.44,0.01763461449
Belize,2014,2,6034.402196,6.6394678,0.1286801026,6031.548402,107.7736329,0.0485830754,5.147729874,38.7,352335,22.55960858,224484875.4,9.654163423,6215.838,0.01764184086
Belize,2015,2,6098.60008,2.693715457,0.02140984097,6098.60008,103.9944185,0.03725951165,5.357739925,41.59,359871,25.0391771,248826967,10.26810719,6130.587,0.01703551273
Belize,2016,2,5974.37917,1.460925883,0.07671224837,6099.957102,96.45726006,0.05218955129,5.680840015,44.57574032,367313,15.9070142,166819764.1,7.579649228,5965.643,0.01624130646
Belize,2017,2,5750.503569,1.404337124,0.01134613174,6049.391948,97.67981714,0.03040351532,5.902510166,47.0826258,374693,14.23217812,157807938.4,6.241333927,6012.803,0.01604727871
Belize,2018,2,5699.062802,5.322850709,0.03133184336,6001.024262,100.6865128,-0.002222204814,6.074989796,49.8,382066,,,9.010508065,5976.245,0.01564191789
Belize,2019,2,5833.173562,3.934579258,0.08876167466,6134.215233,102.2013035,0.06193438545,5.90775013,57.11844188,389095,,,9.209361688,5863.911,0.01507064085
Botswana,1990,3,3931.730226,2.529653463,0.1942615047,2825.724781,104.8473204,,5.739630222,0,1341474,12.93704876,478610000,1.481638236,,0
Botswana,1991,3,4105.298633,-0.2082614903,0.215789014,2855.948427,99.55838535,,,0,1380584,18.92489137,762200000,6.327978999,,0
Botswana,1992,3,4105.765612,-0.03772333932,0.2377713508,2918.617005,89.75125459,,6.840610027,0,1420695,21.87547905,998900000,6.902446348,,0
Botswana,1993,3,4065.487566,-6.897608753,0.2281676993,2844.99575,86.20820501,,,0,1462262,15.61924996,823400000,1.637970268,,0
Botswana,1994,3,4097.306516,-0.3323246368,0.2221327836,2832.813409,88.18060973,,,0,1503544,16.16175369,712200000,4.06788525,,0
Botswana,1995,3,4271.470886,1.488463067,0.864711638,3064.585985,94.59517165,,,0.064521041,1543634,15.36225982,829900000,6.776493709,70413221,45.61523068
Botswana,1996,3,4410.388944,1.46835552,-0.02172523783,3063.994566,90.95557528,1.015245199,,0.15745423,1582169,12.26217669,896500000,-1.388480721,71182311,44.99033352
Botswana,1997,3,4667.885911,1.994112587,0.08173375218,3100.165638,108.6044152,,,0.30774685,1619354,,,8.530342197,1.00E+08,6.18E+01
Botswana,1998,3,4585.674131,1.98974017,0.0730092867,2893.328745,101.8410393,0.9554913044,,0.602400929,1655699,,,3.349689855,95318135,57.56972433
Botswana,1999,3,4922.373897,0.6687327625,0.02760099845,3242.137335,98.9290812,,,1.122391474,1691558,,,0.4732558779,36675066,21.6812347
Botswana,2000,3,4917.232089,0.9877001694,0.03891857357,3351.696517,91.92472969,1.074352503,,2.902666622,1726985,,,1.145825237,57171341,33.10471197
Botswana,2001,3,4831.783762,0.5588845239,6.91581631,3115.679,87.52506557,,,3.430886787,1761930,,,6.866384475,30680571,17.41304762
Botswana,2002,3,5030.265216,7.501518584,0.7884588979,3029.788362,91.83577406,0.873264432,,3.385922351,1795130,,,14.84470101,4.08E+08,2.27E+02
Botswana,2003,3,5171.541253,5.565281275,2.743331687,4111.738085,85.83404252,1.104937553,,3.345190174,1826863,,,12.72615936,4.18E+08,2.29E+02
Botswana,2004,3,5219.414504,4.363836574,-0.4326331395,4818.213103,90.99782289,0.9166887403,,3.304889253,1859085,,,5.151956536,3.91E+08,2.10E+02
Botswana,2005,3,5360.019176,4.242949051,0.5771447867,5240.316159,88.50535206,1.063572526,10.67858982,3.262554036,1892807,,,0.2301805685,4.21E+08,2.22E+02
Botswana,2006,3,5700.219856,4.908814694,0.5021404388,5142.913834,86.61243391,1.017109871,,4.289932975,1928704,24.15820628,6610840000,10.74984513,4.87E+08,2.53E+02
Botswana,2007,3,5913.069931,4.68081345,0.2994553236,5372.340732,98.49652494,1.056139112,9.04666996,5.28,1966977,27.45876935,7835250000,9.606601366,4.95E+08,2.52E+02
Botswana,2008,3,5982.661964,4.854404973,-0.8517435312,5345.848752,99.00822201,1.033105612,,6.25,2007320,25.54282515,7751780000,6.554592168,5.21E+08,2.60E+02
Botswana,2009,3,5031.983614,2.062560052,0.07729154932,4938.249906,88.48078863,0.9538612366,9.825300217,6.15,2048997,26.5102358,7931730000,-1.175676556,2.09E+08,1.02E+02
Botswana,2010,3,5428.296158,1.728061348,0.007092987231,6041.732051,94.63900209,0.991209805,,6,2091664,19.49927478,6208300000,3.505910613,2.18E+08,1.04E+02
Botswana,2011,3,5684.357892,1.94040749,-0.0642505723,7080.778643,98.96146778,1.064446568,,9,2134037,21.95327915,8425640000,-1.467619028,2.93E+08,1.37E+02
Botswana,2012,3,5566.681785,1.050401065,0.0572048053,6392.987347,111.8752806,1.104041457,9.258067131,16,2175425,34.18595128,14218360000,7.75460206,1.46E+08,6.71E+01
Botswana,2013,3,6067.998437,0.470417841,0.5930112692,6436.603319,125.7830399,1.102347016,8.017206192,30,2217278,26.94604171,13171790000,8.5264764,5035.129,0.002270860487
Botswana,2014,3,6291.271811,3.330197309,0.7198861799,6844.03325,119.4975418,1.011847138,8.223062515,36.74474744,2260376,28.1010781,15692493474,-0.5510767768,5049.08,0.002233734565
Botswana,2015,3,5869.737579,2.797732675,1.354288049,5869.737579,112.900891,1.031368256,8.394579887,37.31205037,2305171,32.5813823,15819320000,4.067935712,5077.551,0.002202678673
Botswana,2016,3,6166.239927,0.9449448456,1.125093175,6411.551666,100.4646898,0.9791980386,8.73589325,39.36299738,2352416,20.5415722,11776660000,-4.115021481,5132.227,0.002181683427
Botswana,2017,3,6287.834749,1.617960877,-0.005375979444,6705.341062,81.92395138,1.009294391,7.809244633,41.41379464,2401840,31.7160294,17866555000,9.784192479,5172.916,0.002153730473
Botswana,2018,3,6418.706354,1.678933864,0.4819109282,6947.817841,87.45510399,0.9582737684,7.905385971,58,2451409,27.683849,14790160000,6.439120061,5264.196,0.002147416445
Botswana,2019,3,6485.568198,0.5596534807,-0.1183486354,6691.161053,83.09298136,1.095207453,8.398996353,64.82632542,2499702,25.76652286,13978300000,5.858510949,5307.51,0.002123257092
Costa Rica,1990,4,5967.190942,2.845043463,0.03676671552,1808.495959,75.28516419,,,0,3158253,22.95774648,27710000000,11.81696709,,0
Costa Rica,1991,4,5949.49634,2.479059971,0.07781802599,2221.474653,71.4396757,,,0,3239414,19.65296579,31940000000,-15.71773785,,0
Costa Rica,1992,4,6335.51657,2.638940844,0.05137760935,2578.025038,76.09623548,,,0.001113325,3321939,16.55270402,37280000000,7.293129409,,0
Costa Rica,1993,4,6618.921108,2.574385742,0.02400116419,2814.044541,79.35233683,,,0.081509754,3405372,14.9591565,41570000000,17.73455851,,0
Costa Rica,1994,4,6751.919255,2.837856817,0.04481830323,3005.540317,77.997308,,,0.279912479,3489152,14.43330574,47080000000,15.00413623,,0
Costa Rica,1995,4,6867.637672,2.909679642,0.04750144859,3240.711145,79.77437455,,3.352720022,0.416829206,3572856,14.89237248,63650000000,12.7509363,3.37E+08,9.43E+01
Costa Rica,1996,4,6801.655421,3.655886971,0.04872232549,3194.112988,84.05716401,0.7530514002,3.890719891,0.84105704,3656234,8.382829106,42200000000,9.73199507,4.27E+08,1.17E+02
Costa Rica,1997,4,7014.530061,3.245762233,0.04502718221,3373.410585,87.6131981,,,1.640221288,3739421,9.112690289,55910000000,6.798727782,4.09E+08,1.09E+02
Costa Rica,1998,4,7355.153636,4.490562018,0.04559984865,3580.933885,92.03802124,0.9037289619,,2.666378698,3821421,8.49703246,62850000000,9.411567169,6.15E+08,1.61E+02
Costa Rica,1999,4,7507.965381,4.345668348,0.03510086942,3653.754208,87.53861379,,5.394360065,3.904323257,3901430,5.720296756,51660000000,13.24650876,6.19E+08,1.59E+02
Costa Rica,2000,4,7646.027372,4.8184645,0.7152805591,3773.033793,86.52492353,0.8685423136,4.666950226,5.800253023,3979193,4.844613159,49900000000,14.16902249,7.23E+08,1.82E+02
Costa Rica,2001,4,7768.438955,3.892336175,0.4282911667,3941.598643,80.85275872,,4.832029819,9.559482135,4053222,4.587117844,55200000000,12.86156663,6.22E+08,1.53E+02
Costa Rica,2002,4,7898.633138,4.36202694,0.7982288829,4021.425361,80.41394434,1.068694472,5.150440216,19.89485113,4122623,4.392685668,60200000000,15.14732856,7.23E+08,1.75E+02
Costa Rica,2003,4,8109.824897,4.483539703,0.8817148643,4123.506487,83.32770754,0.5957565904,5.133739948,20.33361481,4188610,4.53969862,71700000000,13.49781682,7.74E+08,1.85E+02
Costa Rica,2004,4,8340.829852,5.823126533,1.109340772,4376.080428,85.2564772,0.6315765381,4.890629768,20.79230671,4252800,5.074130398,92338000000,8.888553213,1.08E+09,2.54E+02
Costa Rica,2005,4,8545.747274,7.628435395,0.7464722163,4643.45857,89.22266389,0.7082281709,,22.07,4315887,5.076223288,111127000000,10.30188948,1.53E+09,3.55E+02
Costa Rica,2006,4,9041.386796,7.928504331,0.9638451938,5188.361792,89.81455461,0.7360501289,4.616139889,25.1,4378172,4.952804702,136226729983,8.146284032,1.80E+09,4.11E+02
Costa Rica,2007,4,9647.860895,8.337426092,1.598015804,6055.086779,86.45659584,0.5827726722,4.63451004,28.4,4440019,5.079979873,170532095041,2.064435163,2.24E+09,5.05E+02
Costa Rica,2008,4,9966.04844,7.909007193,0.6382936357,6841.91146,86.40151271,0.3597652316,4.886970043,32.29,4501921,5.081751898,201564744352,3.952220954,2.44E+09,5.42E+02
Costa Rica,2009,4,9746.490696,5.251510672,0.8921453748,6737.860751,69.75931772,0.5870603919,6.010300159,34.33,4563127,4.015175482,166500436471,9.135716346,1.61E+09,3.53E+02
Costa Rica,2010,4,10137.58217,5.063711991,0.8436685401,8147.243985,67.51208968,0.6915372014,6.565740108,36.5,4622252,4.123351398,186977330806,9.811593129,1.91E+09,4.13E+02
Costa Rica,2011,4,10453.52257,6.391725396,0.9472105735,9137.455101,68.63914651,0.5082760453,6.379889965,39.212196,4679926,4.956462671,250252533867,11.04527389,2.73E+09,5.83E+02
Costa Rica,2012,4,10832.75676,5.708661249,1.891867469,9971.651656,67.0485393,0.638402462,6.582399845,47.5,4736593,4.870517987,271079865005,12.86966436,2.70E+09,5.70E+02
Costa Rica,2013,4,10975.69637,6.291277352,1.577898178,10633.26655,64.06641059,0.6779180169,6.687399864,45.96,4791535,5.069857424,304776000000,10.13299571,-1.80E+07,-3.76E+00
Costa Rica,2014,4,11240.71159,6.23293661,0.8159164449,10737.67888,65.19124205,0.5774182081,6.67952013,53,4844288,5.214983062,337385685748,8.1879176,-1.40E+07,-2.89E+00
Costa Rica,2015,4,11529.95517,5.236394577,0.7338742395,11529.95517,60.75356194,0.6699740291,6.87349987,59.76295014,4895242,5.159448907,377824242581,9.887063288,-1.90E+07,-3.88E+00
Costa Rica,2016,4,11893.32325,4.452962118,0.8384459734,11899.81398,62.17847818,0.6485530138,6.893959999,65.88044919,4945205,5.557667287,445239317039,9.493883465,-4.10E+07,-8.29E+00
Costa Rica,2017,4,12267.16204,4.833275221,0.4508120253,12118.13362,65.07195374,0.5970061421,7.069809914,71.58166462,4993842,5.744537106,460147646125,8.269830326,-2.40E+07,-4.81E+00
Costa Rica,2018,4,12470.95742,4.829438721,0.9303929384,12383.14995,66.94534202,0.4532409906,6.769919872,73.47972844,5040734,5.125914239,472304277203,8.739207219,-7.80E+07,-1.55E+01
Costa Rica,2019,4,12662.42285,4.220940167,0.03708368184,12669.34115,65.76053002,0.4302428067,6.738080025,81.20259644,5084532,4.952011507,479669273221,6.024715568,-6.30E+07,-1.24E+01
Cuba,1990,5,4963.847383,,,2695.614865,71.11449322,,,0,10626680,,,,,0
Cuba,1991,5,4397.025412,,,2269.645578,50.99611654,,7.14496994,0,10713812,,,,,0
Cuba,1992,5,3862.609594,,,2048.068839,35.14686734,,,0,10783748,,,,,0
Cuba,1993,5,3270.57974,,,2063.222123,28.91583018,,7.074769974,0,10840934,,,,,0
Cuba,1994,5,3280.027183,,,2613.005039,27.77589665,,5.619480133,0,10887207,,,,,0
Cuba,1995,5,3348.476634,,,2784.902605,29.30841762,,,0.0000917,10926703,,,,,0
Cuba,1996,5,3598.989781,,,2281.97555,32.62533361,0.2312704325,,0.031949001,10963031,,,,,0
Cuba,1997,5,3687.35993,,,2306.38394,32.75419893,,,0.068220214,10998129,,,,,0
Cuba,1998,5,3681.30245,,,2332.508217,32.50463298,0.007875389419,6.208730221,0.226699199,11033758,,,,,0
Cuba,1999,5,3896.298094,,,2562.274105,31.86893225,,6.755239964,0.314690541,11070094,,,,,0
Cuba,2000,5,4113.490275,,,2752.203783,31.07598788,0.248432532,7.704810143,0.541182549,11105791,,,,,0
Cuba,2001,5,4231.803662,,,2844.244437,29.36109638,,8.358090401,1.079751722,11139127,,,,,0
Cuba,2002,5,4280.216733,,,3007.193074,24.72931335,0.2636440992,9.571169853,3.770585038,11170051,,,,,0
Cuba,2003,5,4430.984539,,,3205.688398,26.58713358,0.3166527748,9.940859795,5.241269054,11199217,,,,,0
Cuba,2004,5,4675.788772,,,3403.296163,31.31141533,0.3554221094,10.26823044,8.407984759,11225294,,,,,0
Cuba,2005,5,5189.928604,,,3791.873006,39.36137443,0.4247858226,10.55778027,9.738062208,11246114,,,,,0
Cuba,2006,5,5808.640735,,,4336.87333,37.18801429,0.4744772613,9.057169914,11.15960131,11260630,,,,,0
Cuba,2007,5,6225.354518,,,4814.854876,37.96760966,0.4509415925,11.86820984,11.69,11269887,,,,,0
Cuba,2008,5,6477.777944,,,4992.824494,44.91722075,0.5242266059,14.05908012,12.94,11276609,,,,,0
Cuba,2009,5,6567.960155,,,5094.437562,32.91398196,0.3566798568,13.12485981,14.33,11283185,,,,,0
Cuba,2010,5,6720.649915,,,5275.532601,40.2919413,0.3492924273,12.83730984,15.9,11290417,,,,,0
Cuba,2011,5,6903.911705,,,6106.006792,46.96042905,0.2803821266,,16.0172908,11298710,,,,,0
Cuba,2012,5,7105.404329,,,6467.337914,45.86620363,0.3072482944,11.55166054,21.2,11309290,,,,,0
Cuba,2013,5,7292.708134,,,6814.243844,44.32389693,0.3705646396,10.67169571,27.93,11321579,,,,-1.40E+09,-1.24E+02
Cuba,2014,5,7362.311259,,,7117.535735,39.27415285,0.5448220372,9.607468605,29.07018437,11332026,,,,-1.40E+09,-1.24E+02
Cuba,2015,5,7683.740254,,,7683.740254,31.61381248,0.6347500086,8.963336945,37.30509742,11339894,,,,-1.00E+09,-8.82E+01
Cuba,2016,5,7721.70357,,,8055.925868,27.2692227,0.6731316447,9.013133049,42.97867519,11342012,,,,-9.70E+08,-8.55E+01
Cuba,2017,5,7865.338609,,,8543.330067,26.22284939,0.6385099292,,57.14840432,11336405,,,,-9.30E+08,-8.20E+01
Cuba,2018,5,8047.941031,,,8831.910409,27.0834485,0.6404388547,,62.67892362,11328244,,,,-7.80E+08,-6.89E+01
Cuba,2019,5,8043.014197,,,9139.38051,22.82079445,0.6104111075,9.046969414,67.97080866,11316697,,,,-8.00E+08,-7.07E+01
Dominica,1990,6,5029.776161,6.398705549,,2899.060601,,,,0,69481,,,7.798427958,,0
Dominica,1991,6,5122.632939,6.926654982,,3178.475332,,,,0,69141,,,3.312168295,,0
Dominica,1992,6,5228.785843,8.720488639,,3386.665981,,,,0,69112,,,6.836389293,,0
Dominica,1993,6,5337.399547,5.376214325,,3549.652676,,,,0,69169,,,9.002863365,,0
Dominica,1994,6,5337.002354,8.548493297,,3820.545017,,,,0,69198,,,3.689132053,,0
Dominica,1995,6,5498.52118,19.70426735,,3967.026809,,,,0.548762737,69201,,,10.6334505,,0
Dominica,1996,6,5672.075182,6.089942598,,4225.850637,,0.7170768976,,1.165518146,69166,,,7.907217889,,0
Dominica,1997,6,5803.177313,6.968841297,,4385.994541,,,,,69081,,,9.589633935,,0
Dominica,1998,6,6034.694409,2.019505807,,4676.827165,,0.7285119891,5.739840031,2.925345191,68938,,,8.51612785,,0
Dominica,1999,6,6077.21916,5.412224393,,4829.241889,,,4.028580189,2.932164377,68698,,,8.640135632,,0
Dominica,2000,6,6251.471177,5.257126837,-0.0579013475,4879.149773,,0.4863617122,,8.814844198,68346,,,13.70790618,,0
Dominica,2001,6,6265.171953,4.301577398,-0.05574120052,4991.764173,,,,13.24522804,68153,,,8.870512021,,0
Dominica,2002,6,6078.271721,6.019087968,-0.07408890076,4881.138793,,0.5474563837,,18.42489277,68262,,,10.10243838,,0
Dominica,2003,6,6447.431432,9.129445924,-0.1013031669,5016.088237,,0.6724863648,,23.62041985,68442,,,15.09069799,,0
Dominica,2004,6,6631.333141,7.019580623,-0.3065779412,5354.799195,,0.945150733,,30.31961309,68574,,,4.961301541,,0
Dominica,2005,6,6665.105971,5.191578805,-0.2041244819,5304.126097,,0.8295294046,,38.54364326,68674,,,11.53343415,,0
Dominica,2006,6,6968.763248,6.707719622,0.1345469038,5677.051175,87.96503682,0.9096983671,,39.3981743,68742,,,6.97032746,,0
Dominica,2007,6,7407.930636,9.585005613,-0.1152977654,6126.849496,91.17349764,0.7873640656,,40.27446301,68775,,,7.528155801,,0
Dominica,2008,6,7934.646075,12.2688762,-0.1992468645,6661.465047,96.91539152,0.911906004,,41.16,68782,,,7.44339375,,0
Dominica,2009,6,7841.273188,11.60766337,-0.2731901655,7109.978253,84.32639152,0.665553093,,42.02,68787,,,1.866025143,,0
Dominica,2010,6,7897.690327,11.56800736,-0.3168459249,7182.400203,89.13322283,0.9031177759,,47.45,68755,,,9.13092815,,0
Dominica,2011,6,7881.525202,10.07303332,-0.3194218228,7288.497948,90.4307458,1.139158607,,48.6,68742,,,7.036470594,,0
Dominica,2012,6,7781.532762,11.58843401,-0.3315280699,7054.875977,84.00079257,0.9805854559,4.393104553,49.8,68888,,,11.22470262,,0
Dominica,2013,6,7711.446038,7.762618286,0.8875284542,7240.679119,87.7248402,1.119856238,4.464482784,51,68819,,,5.317814014,,0
Dominica,2014,6,8013.753085,2.372449441,-0.336271599,7502.12091,117.4891116,1.05717814,4.5245924,57.5,69371,,,9.262044831,,0
Dominica,2015,6,7724.042411,1.324188287,-2.127506709,7724.042411,107.7877246,1.054432034,3.408580065,65,70007,,,1.730795516,,0
Dominica,2016,6,7929.805284,7.334736698,0.1531841151,8223.04145,101.7823399,0.9776630998,5.129719734,67.03,70075,,,4.416291318,,0
Dominica,2017,6,7370.433117,4.348025534,-0.2039349733,7408.091301,102.6281965,1.172775149,4.766750813,69.61966879,70403,,,11.50180136,,0
Dominica,2018,6,7586.646141,14.11091439,0.01003666515,7833.195013,106.9605042,1.068851233,5.153604507,,70823,,,4.952356544,,0
